"run","tick","Dead","Hospital","InfectedvA","InfectedvB","Susceptible","Vaccinatated","Recovered"
1,1.0,0,1,11,0,989,0,0
1,2.0,0,1,13,0,987,0,0
1,3.0,0,1,13,0,987,0,0
1,4.0,0,1,14,0,986,0,0
1,5.0,0,1,16,0,984,0,0
1,6.0,0,1,17,0,983,0,0
1,7.0,0,1,18,0,982,0,0
1,8.0,0,1,19,0,981,0,0
1,9.0,0,1,19,0,981,0,0
1,10.0,1,1,21,0,977,0,1
1,11.0,1,1,22,0,976,0,1
1,12.0,1,1,24,0,974,0,1
1,13.0,1,1,23,0,973,0,3
1,14.0,1,1,24,0,971,0,4
1,15.0,1,1,25,0,970,0,4
1,16.0,1,1,25,0,970,0,4
1,17.0,1,1,25,0,970,0,4
1,18.0,1,1,26,0,968,0,5
1,19.0,1,1,26,0,968,0,5
1,20.0,1,1,28,0,966,0,5
1,21.0,1,1,20,0,965,0,14
1,22.0,2,1,18,0,964,0,16
1,23.0,2,1,17,0,963,0,18
1,24.0,2,1,16,0,963,0,19
1,25.0,2,1,15,0,963,0,20
1,26.0,2,1,14,0,963,0,21
1,27.0,2,1,14,0,963,0,21
1,28.0,2,1,14,0,963,0,21
1,29.0,2,1,14,0,963,0,21
1,30.0,2,1,15,0,962,0,21
1,31.0,2,1,15,0,960,0,23
1,32.0,2,1,15,0,960,0,23
1,33.0,2,1,14,0,959,0,25
1,34.0,2,1,14,0,958,0,26
1,35.0,2,1,12,0,958,0,28
1,36.0,2,1,11,0,958,0,29
1,37.0,2,1,12,0,957,0,29
1,38.0,2,1,13,0,956,0,29
1,39.0,2,1,11,0,956,0,31
1,40.0,2,1,14,0,953,0,31
1,41.0,2,1,13,0,953,0,32
1,42.0,2,1,13,0,952,0,33
1,43.0,2,1,12,0,952,0,34
1,44.0,2,1,11,0,952,0,35
1,45.0,2,1,11,0,952,0,35
1,46.0,2,1,11,0,952,0,35
1,47.0,2,1,11,0,952,0,35
1,48.0,2,1,13,0,950,0,35
1,49.0,3,1,13,0,949,0,35
1,50.0,4,1,14,0,947,0,35
1,51.0,4,1,14,0,946,0,36
1,52.0,4,1,13,0,946,0,37
1,53.0,4,1,13,0,946,0,37
1,54.0,4,1,13,0,944,0,39
1,55.0,4,1,16,0,940,0,40
1,56.0,4,1,16,0,939,0,41
1,57.0,4,1,17,0,938,0,41
1,58.0,4,1,16,0,937,0,43
1,59.0,4,1,17,0,936,0,43
1,60.0,4,1,18,0,935,0,43
1,61.0,4,1,17,0,934,0,45
1,62.0,4,1,17,0,934,0,45
1,63.0,4,1,17,0,933,0,46
1,64.0,4,1,17,0,932,0,47
1,65.0,4,1,17,0,932,0,47
1,66.0,4,1,18,0,931,0,47
1,67.0,4,1,19,0,930,0,47
1,68.0,4,1,19,0,930,0,47
1,69.0,4,1,18,0,930,0,48
1,70.0,4,1,19,0,928,0,49
1,71.0,4,1,17,0,928,0,51
1,72.0,4,1,16,0,928,0,52
1,73.0,4,1,16,0,928,0,52
1,74.0,4,1,17,0,927,0,52
1,75.0,4,1,16,0,926,0,54
1,76.0,4,1,12,0,926,0,58
1,77.0,4,1,13,0,924,0,59
1,78.0,4,1,12,0,924,0,60
1,79.0,4,1,11,0,924,0,61
1,80.0,4,1,12,0,922,0,62
1,81.0,4,1,12,0,921,0,63
1,82.0,5,1,13,0,919,0,63
1,83.0,5,1,13,0,919,0,63
1,84.0,5,1,14,0,917,0,64
1,85.0,5,1,15,0,915,0,65
1,86.0,5,1,15,0,914,0,66
1,87.0,5,1,14,0,914,0,67
1,88.0,5,1,13,0,914,0,68
1,89.0,5,1,13,0,914,0,68
1,90.0,6,1,13,0,913,0,68
1,91.0,6,1,13,0,912,0,69
1,92.0,6,1,14,0,911,0,69
1,93.0,6,1,14,0,910,0,70
1,94.0,6,1,14,0,910,0,70
1,95.0,6,1,13,0,910,0,71
1,96.0,6,1,13,0,909,0,72
1,97.0,6,1,13,0,909,0,72
1,98.0,6,1,11,0,909,0,74
1,99.0,6,1,11,0,909,0,74
1,100.0,6,1,11,0,909,0,74
1,101.0,6,1,12,0,908,0,74
1,102.0,7,1,13,0,906,0,74
1,103.0,7,1,11,0,906,0,76
1,104.0,7,1,12,0,905,0,76
1,105.0,7,1,12,0,904,0,77
1,106.0,7,1,10,0,904,0,79
1,107.0,7,1,9,0,904,0,80
1,108.0,7,1,9,0,904,0,80
1,109.0,7,1,10,0,903,0,80
1,110.0,7,1,10,0,903,0,80
1,111.0,7,1,10,0,903,0,80
1,112.0,7,1,10,0,902,0,81
1,113.0,7,1,11,0,900,0,82
1,114.0,7,1,11,0,899,0,83
1,115.0,7,1,11,0,899,0,83
1,116.0,7,1,11,0,899,0,83
1,117.0,7,1,11,0,898,0,84
1,118.0,7,1,12,0,897,0,84
1,119.0,7,1,11,0,897,0,85
1,120.0,7,1,12,0,896,0,85
1,121.0,7,1,14,0,894,0,85
1,122.0,7,1,13,0,894,0,86
1,123.0,7,1,11,0,894,0,88
1,124.0,8,1,10,0,894,0,88
1,125.0,8,1,9,0,894,0,89
1,126.0,8,1,9,0,893,0,90
1,127.0,9,1,8,0,893,0,90
1,128.0,9,1,8,0,893,0,90
1,129.0,9,1,9,0,892,0,90
1,130.0,9,1,9,0,892,0,90
1,131.0,9,1,11,0,890,0,90
1,132.0,9,1,12,0,889,0,90
1,133.0,9,1,12,0,888,0,91
1,134.0,9,1,10,0,888,0,93
1,135.0,9,1,10,0,888,0,93
1,136.0,9,1,11,0,887,0,93
1,137.0,9,1,12,0,886,0,93
1,138.0,9,1,11,0,886,0,94
1,139.0,9,1,10,0,886,0,95
1,140.0,9,1,11,0,885,0,95
1,141.0,9,1,12,0,884,0,95
1,142.0,9,1,10,0,884,0,97
1,143.0,9,1,9,0,884,0,98
1,144.0,9,1,9,0,884,0,98
1,145.0,9,1,11,0,882,0,98
1,146.0,9,1,11,0,882,0,98
1,147.0,9,1,10,0,882,0,99
1,148.0,9,1,11,0,881,0,99
1,149.0,9,1,11,0,881,0,99
1,150.0,9,1,10,0,881,0,100
1,151.0,9,1,11,0,880,0,100
1,152.0,9,1,8,0,880,0,103
1,153.0,9,1,5,0,880,0,106
1,154.0,9,1,5,0,880,0,106
1,155.0,9,1,5,0,880,0,106
1,156.0,9,1,6,0,879,0,106
1,157.0,9,1,6,0,879,0,106
1,158.0,9,1,5,0,879,0,107
1,159.0,9,1,6,0,878,0,107
1,160.0,9,1,6,0,878,0,107
1,161.0,9,1,7,0,877,0,107
